name,time,bytes,frame
AK12_D1_C_2147482109,0.055,10,4271
AK12_D1_C_2147482109,0.058,10,4272
AK12_D1_C_2147482109,0.055,10,4273
AK12_D1_C_2147482109,0.05,8,4274
AK12_D1_C_2147482109,0.074,13,4376
AK12_D1_C_2147482109,0.042,4,4388
AK12_D1_C_2147482109,0.085,10,4401
AK12_D1_C_2147482109,0.091,10,4409
AK12_D1_C_2147482109,0.098,10,4418
AK12_D1_C_2147482109,0.101,81,4431
AK12_D1_C_2147482109,0.104,10,4432
AK12_D1_C_2147482109,0.083,10,4433
AK12_D1_C_2147482109,0.052,10,4434
AK12_D1_C_2147482109,0.083,10,4435
AK12_D1_C_2147482109,0.056,10,4436
AK12_D1_C_2147482109,0.055,10,4437
AK12_D1_C_2147482109,0.102,169,4438
AK12_D1_C_2147482109,0.084,10,4439
AK12_D1_C_2147482109,0.056,10,4440
AK12_D1_C_2147482109,0.086,10,4441
AK12_D1_C_2147482109,0.09,10,4442
AK12_D1_C_2147482109,0.088,10,4443
AK12_D1_C_2147482109,0.09,10,4444
AK12_D1_C_2147482109,0.097,90,4445
AK12_D1_C_2147482109,0.05,10,4446
AK12_D1_C_2147482109,0.086,10,4447
AK12_D1_C_2147482109,0.086,10,4448
AK12_D1_C_2147482109,0.087,10,4449
AK12_D1_C_2147482109,0.087,10,4450
AK12_D1_C_2147482109,0.056,10,4451
AK12_D1_C_2147482109,0.105,76,4452
AK12_D1_C_2147482109,0.09,10,4453
AK12_D1_C_2147482109,0.093,10,4454
AK12_D1_C_2147482109,0.086,10,4455
AK12_D1_C_2147482109,0.054,10,4456
AK12_D1_C_2147482109,0.086,10,4457
AK12_D1_C_2147482109,0.083,10,4458
AK12_D1_C_2147482109,0.108,81,4459
AK12_D1_C_2147482109,0.051,10,4460
AK12_D1_C_2147482109,0.051,10,4461
AK12_D1_C_2147482109,0.054,10,4462
AK12_D1_C_2147482109,0.055,10,4463
AK12_D1_C_2147482109,0.054,10,4464
AK12_D1_C_2147482109,0.051,10,4465
AK12_D1_C_2147482109,0.054,10,4466
AK12_D1_C_2147482109,0.051,10,4467
AK12_D1_C_2147482109,0.083,10,4468
AK12_D1_C_2147482109,0.049,10,4469
AK12_D1_C_2147482109,0.051,10,4470
AK12_D1_C_2147482109,0.053,17,4471
AK12_D1_C_2147482109,0.051,10,4472
AK12_D1_C_2147482109,0.049,10,4473
AK12_D1_C_2147482109,0.064,81,4489
AK12_D1_C_2147482109,0.052,10,4490
AK12_D1_C_2147482109,0.05,10,4491
AK12_D1_C_2147482109,0.05,10,4492
AK12_D1_C_2147482109,0.052,10,4493
AK12_D1_C_2147482109,0.049,10,4494
AK12_D1_C_2147482109,0.049,10,4495
AK12_D1_C_2147482109,0.099,76,4496
AK12_D1_C_2147482109,0.084,10,4497
AK12_D1_C_2147482109,0.085,10,4498
AK12_D1_C_2147482109,0.083,10,4499
AK12_D1_C_2147482109,0.054,10,4500
AK12_D1_C_2147482109,0.086,10,4501
AK12_D1_C_2147482109,0.085,10,4502
AK12_D1_C_2147482109,0.074,81,4503
AK12_D1_C_2147482109,0.086,10,4504
AK12_D1_C_2147482109,0.083,10,4505
AK12_D1_C_2147482109,0.078,10,4506
AK12_D1_C_2147482109,0.085,10,4507
AK12_D1_C_2147482109,0.104,10,4508
AK12_D1_C_2147482109,0.058,10,4509
AK12_D1_C_2147482109,0.066,126,4510
AK12_D1_C_2147482109,0.056,10,4511
AK12_D1_C_2147482109,0.094,10,4512
AK12_D1_C_2147482109,0.088,10,4513
AK12_D1_C_2147482109,0.09,10,4514
AK12_D1_C_2147482109,0.052,10,4515
AK12_D1_C_2147482109,0.05,10,4516
AK12_D1_C_2147482109,0.049,10,4517
AK12_D1_C_2147482109,0.082,10,4518
AK12_D1_C_2147482109,0.08,10,4519
AK12_D1_C_2147482109,0.05,10,4520
AK12_D1_C_2147482109,0.083,10,4521
AK12_D1_C_2147482109,0.056,17,4522
AK12_D1_C_2147482109,0.096,10,4523
AK12_D1_C_2147482109,0.081,10,4524
AK12_D1_C_2147482109,0.127,81,4544
AK12_D1_C_2147482109,0.049,10,4545
AK12_D1_C_2147482109,0.047,10,4546
AK12_D1_C_2147482109,0.046,10,4547
AK12_D1_C_2147482109,0.052,10,4548
AK12_D1_C_2147482109,0.047,10,4549
AK12_D1_C_2147482109,0.048,10,4550
AK12_D1_C_2147482109,0.099,128,4551
AK12_D1_C_2147482109,0.059,10,4552
AK12_D1_C_2147482109,0.048,10,4553
AK12_D1_C_2147482109,0.049,10,4554
AK12_D1_C_2147482109,0.048,10,4555
AK12_D1_C_2147482109,0.048,10,4556
AK12_D1_C_2147482109,0.049,10,4557
AK12_D1_C_2147482109,0.107,128,4558
AK12_D1_C_2147482109,0.059,10,4559
AK12_D1_C_2147482109,0.092,10,4560
AK12_D1_C_2147482109,0.057,10,4561
AK12_D1_C_2147482109,0.059,10,4562
AK12_D1_C_2147482109,0.06,10,4563
AK12_D1_C_2147482109,0.057,10,4564
AK12_D1_C_2147482109,0.113,81,4565
AK12_D1_C_2147482109,0.053,10,4566
AK12_D1_C_2147482109,0.054,10,4567
AK12_D1_C_2147482109,0.053,10,4568
AK12_D1_C_2147482109,0.055,10,4569
AK12_D1_C_2147482109,0.055,10,4570
AK12_D1_C_2147482109,0.056,10,4571
AK12_D1_C_2147482109,0.106,126,4572
AK12_D1_C_2147482109,0.055,10,4573
AK12_D1_C_2147482109,0.048,10,4574
AK12_D1_C_2147482109,0.052,10,4575
AK12_D1_C_2147482109,0.048,10,4576
AK12_D1_C_2147482109,0.048,10,4577
AK12_D1_C_2147482109,0.052,10,4578
AK12_D1_C_2147482109,0.054,10,4579
AK12_D1_C_2147482109,0.056,10,4580
AK12_D1_C_2147482109,0.052,10,4581
AK12_D1_C_2147482109,0.051,10,4582
AK12_D1_C_2147482109,0.05,10,4583
AK12_D1_C_2147482109,0.057,17,4584
AK12_D1_C_2147482109,0.05,10,4585
AK12_D1_C_2147482109,0.048,10,4586
AK12_D1_C_2147482109,0.096,81,4599
AK12_D1_C_2147482109,0.047,10,4600
AK12_D1_C_2147482109,0.049,10,4601
AK12_D1_C_2147482109,0.047,10,4602
AK12_D1_C_2147482109,0.048,10,4603
AK12_D1_C_2147482109,0.05,10,4604
AK12_D1_C_2147482109,0.047,10,4605
AK12_D1_C_2147482109,0.064,81,4606
AK12_D1_C_2147482109,0.049,10,4607
AK12_D1_C_2147482109,0.046,10,4608
AK12_D1_C_2147482109,0.046,10,4609
AK12_D1_C_2147482109,0.052,10,4610
AK12_D1_C_2147482109,0.049,10,4611
AK12_D1_C_2147482109,0.048,10,4612
AK12_D1_C_2147482109,0.134,81,4613
AK12_D1_C_2147482109,0.05,10,4614
AK12_D1_C_2147482109,0.051,10,4615
AK12_D1_C_2147482109,0.081,10,4616
AK12_D1_C_2147482109,0.048,10,4617
AK12_D1_C_2147482109,0.046,10,4618
AK12_D1_C_2147482109,0.055,10,4619
AK12_D1_C_2147482109,0.065,81,4620
AK12_D1_C_2147482109,0.048,10,4621
AK12_D1_C_2147482109,0.046,10,4622
AK12_D1_C_2147482109,0.047,10,4623
AK12_D1_C_2147482109,0.048,10,4624
AK12_D1_C_2147482109,0.051,10,4625
AK12_D1_C_2147482109,0.054,10,4626
AK12_D1_C_2147482109,0.1,81,4627
AK12_D1_C_2147482109,0.056,10,4628
AK12_D1_C_2147482109,0.053,10,4629
AK12_D1_C_2147482109,0.052,10,4630
AK12_D1_C_2147482109,0.055,10,4631
AK12_D1_C_2147482109,0.052,10,4632
AK12_D1_C_2147482109,0.048,10,4633
AK12_D1_C_2147482109,0.047,10,4634
AK12_D1_C_2147482109,0.05,10,4635
AK12_D1_C_2147482109,0.046,10,4636
AK12_D1_C_2147482109,0.058,10,4637
AK12_D1_C_2147482109,0.05,10,4638
AK12_D1_C_2147482109,0.062,17,4639
AK12_D1_C_2147482109,0.05,10,4640
AK12_D1_C_2147482109,0.053,10,4641
AK12_D1_C_2147482109,0.049,37,4655
AK12_D1_C_2147482109,0.068,51,5134
AK12_D1_C_2147482109,0.09,10,5146
AK12_D1_C_2147482109,0.047,5,5194
AK12_D1_C_2147482109,0.054,10,5204
AK12_D1_C_2147482109,0.055,10,5212
AK12_D1_C_2147482109,0.054,10,5221
AK12_D1_C_2147482109,0.058,10,5291
AK12_D1_C_2147482109,0.056,10,5294
AK12_D1_C_2147482109,0.059,10,5344
AK12_D1_C_2147482109,0.057,10,5356
AK12_D1_C_2147482109,0.049,10,5669
AK12_D1_C_2147482109,0.047,10,5670
AK12_D1_C_2147482109,0.048,10,5735
AK12_D1_C_2147482109,0.084,10,5745
AK12_D1_C_2147482109,0.054,10,5760
AK12_D1_C_2147482109,0.056,10,5768
AK12_D1_C_2147482109,0.058,10,5777
AK12_D1_C_2147482109,0.061,10,5819
AK12_D1_C_2147482109,0.06,10,5821
AK12_D1_C_2147482109,0.063,10,5829
